user_id,isbn,rating
277203,0717283372,8
277203,0717284832,8
277272,0375708049,7
277272,9726101794,4
277272,9726106141,5
277378,0312195516,7
277378,0446608955,4
277378,0670892963,7
277378,0671646575,6
277378,0804114986,5
277378,0812507452,4
277378,0812515560,5
277378,0812515595,4
277427,002542730X,10
277427,0060542128,7
277427,0061009059,9
277427,0152050167,10
277427,0316776963,8
277427,033031582,8
277427,0345413903,10
277427,0375751513,9
277427,0380702843,8
277427,0380791978,9
277427,038081904X,9
277427,0385424736,9
277427,0385486804,9
277427,0385503857,9
277427,0385504209,8
277427,039304016X,8
277427,0399149562,7
277427,0399501487,9
277427,0425104338,9
277427,0425116840,8
277427,0425133516,9
277427,0425190749,7
277427,0440185327,5
277427,0440224764,7
277427,0440236061,8
277427,0440236738,9
277427,0440428130,8
277427,0441627404,10
277427,0446350982,9
277427,0446522384,8
277427,0446600415,10
277427,0446608890,10
277427,0451180739,8
277427,0451191153,8
277427,0451203593,10
277427,0452284449,6
277427,0552137030,8
277427,0553078925,8
277427,0553280368,9
277427,0553351672,10
277427,0553571656,10
277427,0553573926,10
277427,0553574566,9
277427,0553581929,9
277427,0671014420,5
277427,0671528904,8
277427,0671740504,8
277427,0671749897,8
277427,0671876821,8
277427,0679417648,10
277427,0679731148,9
277427,0679736042,5
277427,0736903054,8
277427,0740723367,9
277427,0743406176,8
277427,0743412028,9
277427,0743422082,9
277427,0743444477,9
277427,0743457943,8
277427,0767903382,10
277427,0786866845,10
277427,0810909650,5
277427,0811802981,10
277427,0811811409,10
277427,0812531353,8
277427,0836210263,10
277427,0836217691,10
277427,0836218515,10
277427,0836218817,10
277427,0836221192,10
277427,0836221311,8
277427,0836236688,10
277427,0843947888,7
277427,0887621112,6
277427,0890876517,10
277427,0898157803,10
277427,0932592007,8
277427,1400060265,10
277427,1565075722,10
277427,8251800811,7
277439,0316666343,7
277439,0345444892,5
277439,0345452550,5
277439,0399149821,7
277439,0671027360,7
277466,0380718340,7
277466,0440226414,7
277466,0553292722,8
277466,0553571885,8
277478,0312113420,7
277478,0312979533,7
277478,0345330129,8
277478,0440213320,7
277478,0449907635,5
277478,0552142379,8
277478,0752853694,10
277478,1558745718,8
277478,9068340344,7
277509,1400030382,9
277509,2221090810,10
277523,0312289723,10
277523,0316603570,10
277523,0316693200,10
277523,0345452577,10
277523,0345452593,10
277523,0385336322,10
277523,0385336357,10
277523,0385508042,10
277523,0385510438,10
277523,039915180X,10
277523,0399151877,10
277523,0440241537,10
277523,0446530891,10
277523,0446613843,10
277523,0515133302,10
277523,055308576X,10
277523,0553801589,10
277523,0553803409,10
277523,0671886665,10
277523,0684835983,10
277523,0743206045,10
277523,1558744150,10
277527,0316777722,10
277527,0374516812,10
277527,0375707166,9
277527,0679439382,7
277527,0679723161,8
277562,0140043519,9
277562,0140274286,6
277563,0312986769,7
277623,002542730X,5
277623,0028604199,9
277623,0140340203,9
277623,0786890436,4
277623,1400031346,8
277623,1400031354,8
277623,1588720756,6
277629,0374184232,4
277629,0380005166,7
277629,0380018179,8
277629,0385472943,8
277629,0399132414,9
277629,0425116840,6
277629,0440241073,8
277629,0671000306,7
277629,0671000314,8
277629,0671026682,7
277629,0671795740,9
277639,0345335058,6
277639,034539657X,8
277639,0380731851,6
277639,0425142485,7
277639,0425147363,8
277639,042516098X,5
277639,0440211727,8
277639,0440214041,9
277639,0440430712,7
277639,0446794031,8
277639,0451162145,8
277639,0553297260,8
277639,0553579754,7
277639,0812543262,8
277662,051510566X,5
277662,052594544X,4
277662,0743206061,4
277662,087542127X,5
277681,0747546290,7
277710,0061015725,4
277710,0312983395,5
277710,0425192032,9
277710,0446611638,5
277710,0446613843,6
277710,0451208765,10
277710,0451210840,5
277710,0451210875,8
277710,0553582763,6
277711,0449911160,6
277711,0553282980,5
277711,0671755056,10
277711,0812967224,7
277711,1573227889,10
277711,3499100045,10
277711,3937793003,8
277744,0061031550,8
277744,0312421273,7
277744,0345339681,3
277744,0345377443,8
277744,0440235162,5
277744,0609806564,8
277744,0679416498,10
277744,0887307876,9
277744,0929634063,10
277744,1551660717,8
277873,0395977894,10
277873,042518336X,5
277873,0553575538,6
277873,0679781587,10
277873,0767903579,7
277879,0671759361,8
277901,0064440044,10
277901,0446672211,7
277901,0446675059,7
277901,0452282152,8
277901,0679427430,8
277922,0345384377,7
277922,0440225701,6
277922,0446609943,7
277922,0553580191,9
277922,0553582917,10
277923,0385492081,9
277928,0374266441,9
277928,0375410287,8
277928,0385301499,8
277928,0449908186,10
277928,0679751602,10
277928,0679764925,8
277928,0679770151,10
277928,0767915062,9
277928,0804105820,9
277929,0451198948,8
277929,0515129968,9
277929,0553561537,9
277937,0060934417,9
277937,0316168815,7
277937,0316785261,6
277937,0345468694,6
277937,0452283205,7
277937,0452283868,6
277937,0684848406,6
277937,0743225325,6
277937,0743237188,7
277945,0312974256,6
277945,0312983301,6
277945,0380785218,2
277945,0446610550,7
277945,0451203771,8
277945,0515121843,7
277945,051512317X,7
277945,0515124214,7
277945,0515134384,7
277945,0515136263,7
277945,0515136379,7
277945,0515136530,7
277945,0515137111,8
277954,0375507876,9
277959,0156027321,8
277959,0446529788,6
277959,0553802542,7
277959,0688179088,8
277959,0743204697,10
277959,0767905385,6
277959,1551668904,7
277965,0316789089,5
277965,0374190666,10
277965,0385484518,10
277965,0399141464,8
277965,0399145087,7
277965,0446526126,8
277965,0486285537,9
277965,0679457526,9
277965,0679781587,9
277965,0684874350,10
277965,0688151981,9
277965,0743204735,9
277965,0761107363,10
277965,0786866845,9
277965,0786881852,7
277965,0895261901,10
277982,0743420373,8
277982,1853260282,5
277984,0345386108,10
277984,0446611778,10
277984,0515087491,10
277984,0515101486,10
277984,0515104175,10
278007,0316601950,6
278007,034543479X,8
278007,0374480095,8
278007,0446670251,6
278007,0804115761,7
278007,0821766570,5
278026,0060572965,9
278026,0061009059,8
278026,0061031410,8
278026,0061094129,8
278026,0312983433,8
278026,0345440064,8
278026,0380731851,5
278026,0380820889,8
278026,038533558X,9
278026,0399142649,8
278026,0440221048,8
278026,0446527041,8
278026,0446531588,5
278026,0446610607,7
278026,0446612510,8
278026,0449006522,8
278026,0449219364,6
278026,0449221512,5
278026,0449227545,3
278026,0451179153,8
278026,0451179897,6
278026,0451202473,7
278026,0451204301,8
278026,0451206525,8
278026,0515125490,8
278026,0515129038,5
278026,0515130389,8
278026,0515135968,8
278026,0553582364,6
278026,0671001795,8
278026,0684810387,8
278026,0743206045,7
278026,0786889667,5
278026,1551667517,7
278026,1551669625,6
278054,0752837168,7
278054,8845907341,10
278064,0725107251,8
278137,0060002492,7
278137,0061057894,9
278137,0140067647,9
278137,0345337662,7
278137,0373115431,8
278137,0380600129,8
278137,0380708655,6
278137,0425065553,8
278137,0440940001,8
278137,0446606812,7
278137,0449209830,8
278137,0515094978,8
278137,0553287532,9
278137,0670894508,4
278137,0671434225,8
278137,0671525808,9
278137,0804106304,8
278137,1556611536,9
278137,1558744150,9
278137,1558745017,8
278188,0156005891,8
278188,0316171565,7
278188,0373218192,7
278188,0373244487,6
278188,0373272898,6
278188,0373441762,4
278188,0373441851,6
278188,0373484003,7
278188,0440122090,4
278188,044022103X,8
278188,0440223571,9
278188,0440225701,9
278188,0446603589,9
278188,0515124621,8
278188,0671644459,7
278188,0671644475,5
278188,0743410181,6
278188,0778320065,8
278188,0778320286,8
278188,080410946X,8
278188,1551661586,6
278188,1551665344,7
278188,1551666960,8
278194,0020532105,10
278194,0060926317,8
278194,0060958014,7
278194,0140280553,5
278194,0156007819,3
278194,0156011042,7
278194,0345423135,9
278194,0375705619,5
278194,0385334923,7
278194,0385498802,4
278194,0440212723,9
278194,0440241537,7
278194,0451209907,5
278194,0452284449,8
278194,051512219X,4
278194,0553582364,6
278194,0671683993,8
278194,0688177859,9
278194,0802139256,6
278202,0060198346,3
278202,014025448X,2
278202,0312252617,4
278202,0385316925,3
278202,0385319568,9
278202,0385324057,3
278202,0385334710,10
278202,0385497466,3
278202,0399145060,5
278202,0399148019,3
278202,0446527017,1
278202,0446527130,8
278202,0553104136,4
278202,0671510126,10
278202,0671786458,7
278202,0743206029,8
278218,0060977493,7
278218,0140039589,7
278218,0224060198,8
278218,0349101779,10
278221,0440216745,7
278221,0446613436,7
278221,0553582755,9
278221,0671027123,8
278221,0743460529,8
278221,0804106304,9
278221,0840776381,8
278221,1556611188,9
278221,1556611536,9
278221,1556612257,10
278249,3596237874,6
278257,0449912302,5
278257,0451153553,8
278257,0451170385,9
278314,006091291X,5
278314,0140309578,8
278314,0385319959,7
278314,0399146431,7
278314,0440414121,8
278314,0679445315,7
278314,0691017840,4
278314,1573221775,2
278346,0140444173,10
278346,0345334531,6
278346,051513287X,6
278356,006091646X,9
278356,0140167153,8
278356,0312265859,7
278356,0312965338,8
278356,0374270325,9
278356,0439064872,8
278356,0439136369,10
278356,0439139600,10
278356,043935806X,10
278356,0446378445,6
278356,0671016768,8
278356,0786868414,9
278356,0884270610,9
278390,0375409440,8
278390,0380730847,7
278390,0385313667,7
278390,0399147195,7
278390,0425182908,4
278390,0440236053,7
278390,044661257X,8
278390,0553569058,9
278390,0671027360,7
278390,0671683993,10
278390,0688152449,7
278390,080410753X,9
278418,0146000579,5
278418,0312970234,7
278418,0345300742,8
278418,0345352459,7
278418,0345369335,7
278418,0380710870,8
278418,0394800168,10
278418,0394820371,8
278418,0399134883,8
278418,042513525X,5
278418,0425140032,5
278418,0425178102,7
278418,042518630X,7
278418,0440139791,10
278418,0440184622,7
278418,0440207622,7
278418,0440479002,9
278418,0451173392,6
278418,0515130389,8
278418,0515131229,8
278418,0553131834,9
278418,0553282700,5
278418,0553297988,6
278418,0590466178,5
278418,0671017128,5
278418,0671019961,9
278418,0671502522,7
278418,0671775715,6
278418,0786862572,5
278418,0812523466,5
278418,0886775981,5
278422,0060935464,9
278422,0385475721,8
278422,0671027360,6
278449,0312978340,8
278522,0312955006,7
278522,0425137937,7
278522,0440225590,7
278522,0515124060,7
278522,0553565095,7
278522,0743225406,5
278522,0786889152,7
278529,031284879X,7
278535,0061094129,10
278535,0425178765,8
278535,0425182878,9
278535,0440221595,7
278535,0446605484,10
278535,0446610038,10
278535,0446611212,9
278535,0449003787,9
278535,0449219461,8
278535,0553213180,6
278535,0553269216,8
278536,0312113420,6
278536,0874778883,6
278552,0553573616,9
278552,0671021001,7
278552,0671510053,8
278552,0679768203,4
278552,0684829746,10
278554,0060096195,9
278554,0140292683,8
278554,0140293450,8
278554,0152050167,10
278554,0330375253,8
278554,0345423097,10
278554,0385730586,9
278554,0752837613,9
278554,1853260282,7
278563,8873122933,10
278565,0449219399,9
278582,0312980140,7
278582,0312983298,3
278582,0312983867,7
278582,0312990456,5
278582,0312991460,6
278582,0345348176,8
278582,0345350499,10
278582,0345440064,8
278582,0425163717,7
278582,0425190927,7
278582,0425191583,8
278582,0441478123,10
278582,0449003183,8
278582,0449221512,8
278582,0451202503,10
278582,0515136557,8
278582,0671001795,8
278582,0671877445,8
278582,1400034779,10
278633,0060160713,5
278633,0060987561,10
278633,0140244824,7
278633,014028009X,2
278633,0140296298,7
278633,0142000205,7
278633,0316096199,8
278633,0316666343,9
278633,0316899984,7
278633,0375703063,7
278633,0385512147,7
278633,0425178900,8
278633,0439324599,9
278633,0440226430,9
278633,0440514428,9
278633,0446679593,8
278633,0449907481,6
278633,0451163524,5
278633,0452283221,5
278633,0515131083,10
278633,0553278355,8
278633,0553570870,8
278633,0671028014,5
278633,0671038184,8
278633,0671735594,9
278633,0679425268,9
278633,0684814994,10
278633,0688162827,9
278633,0688170528,8
278633,0743225082,7
278633,1882723007,8
278637,2877304892,7
278663,0061095052,5
278663,0061097314,4
278663,0440223202,10
278663,044023574X,7
278668,8408022938,5
278668,8466307125,5
278668,8497593197,5
278694,0425182215,7
278694,0451410017,8
278694,0515132039,6
278694,074341022X,8
278694,0743437802,9
278843,0060173289,9
278843,0060517794,7
278843,014028009X,8
278843,0142000205,9
278843,0385260075,8
278843,0399146431,9
278843,0440211263,7
278843,0553274503,8
278843,059035342X,8
278843,0679412956,8
278843,0767902890,9
278843,0786881852,8
278851,0439050006,5
278851,0440486599,5
278851,0894803700,5
278851,1558531025,8
278854,0375703063,7
278854,042516098X,7
278854,0553275739,6
278854,0553579606,8
8,0002005018,5
99,0312252617,8
99,0312261594,8
99,0316748641,7
99,0446677450,10
99,0451166892,3
114,0446608653,9
114,0446612545,9
114,0446612618,8
114,0451208080,8
114,0553584383,9
114,0671027360,10
232,0007123817,7
232,0486284735,8
242,0553278223,10
242,3257208626,8
242,3257233051,9
242,3453212150,7
242,3492045642,8
242,3498020862,8
242,3596292646,7
243,0060915544,10
243,0060977493,7
243,0316601950,9
243,0316776963,9
243,0316899984,7
243,0375400117,10
243,0385316895,6
243,0385720106,7
243,0425163407,9
243,044023722X,7
243,0446364800,9
243,0446606383,6
243,0449006522,6
243,0553580388,8
243,0786863986,5
243,155874262X,5
244,0060977493,7
244,0060987103,8
244,0151008116,9
244,0375704965,8
244,0525947647,9
244,0804111359,8
244,155874262X,6
244,1558744150,6
254,0060934700,9
254,0060976977,7
254,0064471047,7
254,0066238501,5
254,0142001740,9
254,0373226063,6
254,0373226144,5
254,0373834446,8
254,0373834489,9
254,037582345X,9
254,0380730448,8
254,0380789035,10
254,0380817845,8
254,0380973634,10
254,0380973650,9
254,0380977281,8
254,038097827X,8
254,0399146431,9
254,0439064864,9
254,0439064872,9
254,0439136350,9
254,0439136369,9
254,0439139597,9
254,0451167317,8
254,0451406176,6
254,0451409256,7
254,0451524934,9
254,0451526341,8
254,0553280325,8
254,0590353403,9
254,0618002219,9
254,0618002227,8
254,0671021001,7
254,0679781587,8
254,0679879242,8
254,1563895730,9
254,1931081727,9
300,0312963009,5
300,0380728729,5
300,0449912302,9
300,0812541642,5
383,0380815923,10
383,0385416342,10
383,0517577402,10
383,0743411269,5
387,0451527747,10
388,0060973897,8
388,0060976845,3
388,006101351X,6
388,0449002632,7
388,0449213773,10
388,0452279690,10
388,0553569058,10
388,1573225126,5
388,1878424319,7
408,0312283784,8
408,0553582682,9
424,0425156842,7
424,0452277337,7
424,0671021001,6
424,0805063897,8
446,0060925000,8
446,0060932759,8
446,0061000280,10
446,039914739X,3
446,0486281965,10
446,081296666X,5
460,8807170698,10
460,8845229041,3
460,9770390107900,8
487,0345441133,7
487,0385335407,8
487,0385490992,7
487,0671888587,6
503,0140179836,10
503,0345348656,8
503,0385496095,10
503,0439099404,10
503,0440241006,10
503,0515131679,8
503,068484267X,10
503,1558743669,10
505,006017143X,9
505,0345313860,7
505,0385306032,8
505,042517736X,7
505,0671868713,8
505,0679401377,8
505,0805056491,9
507,0020427859,9
507,0060558865,8
507,0140230165,7
507,0142001740,10
507,0312986769,9
507,0345369068,8
507,0451184718,9
507,0553564528,7
507,0553571842,7
507,0553575538,7
507,0553576801,7
507,055357695X,7
507,0553583441,7
507,0553583468,7
507,0590021117,7
507,0679893105,9
507,0689710879,10
507,0689710887,10
507,0689710895,10
507,0689711522,10
507,0743260244,10
507,0767912918,7
507,0812533534,10
507,0821772953,8
566,0399144463,2
566,0618231617,8
566,0743444167,6
567,0140185216,10
567,0425174484,8
567,0486272745,10
567,0684717255,9
595,0060083298,9
595,0140293248,9
595,0446610399,9
595,0446672211,10
625,2253007102,10
625,2266084372,8
626,3423105410,10
626,3492207006,10
638,0060191929,9
638,0140107649,10
638,0151001006,10
638,0316603287,9
638,0316666343,10
638,0316693006,10
638,0316693200,9
638,0316769487,10
638,0316776963,10
638,0316779423,10
638,0316779490,9
638,0316789089,10
638,0316969443,10
638,0345339711,10
638,0385420161,9
638,0385470819,9
638,0385504209,10
638,0385505833,10
638,0394574745,8
638,0399148582,9
638,0425184129,9
638,0446523569,10
638,0446525502,9
638,0446525537,9
638,0446527793,10
638,0446531332,10
638,0609605925,8
638,0609606727,8
638,0670892963,7
638,0671042556,9
638,0679442790,10
638,067972768X,10
638,0679732241,9
638,0679746048,7
638,0684874318,10
638,0688180639,9
638,0743230051,9
638,0743406176,10
638,1558747028,10
638,1558747346,8
638,1570717257,9
643,0006510345,8
643,0061092606,8
643,0140366660,9
643,0140622063,8
643,0261102214,9
643,0552137030,8
643,0552546933,9
643,0671894455,7
643,0743222229,8
643,0749391308,8
643,0749396067,8
643,0752804510,8
643,1853260002,2
643,2253001457,8
643,2253043974,8
643,2253049417,9
643,2253063339,10
643,2253140872,8
651,0060934719,8
651,0345370740,7
651,0345403339,7
651,0425142485,6
651,0446300101,8
651,0451456548,7
651,0679801146,4
651,0786886463,7
651,0786889160,7
651,156341029X,8
651,1563411148,6
651,1563899388,6
709,0064405052,9
709,015216250X,10
709,0152162577,10
709,0316666343,3
709,0345391802,7
709,0440219078,10
709,0590897985,9
735,038533334X,4
735,0440222818,7
735,0440224829,9
735,044661162X,9
735,0451185277,8
735,0515134368,9
741,0140065172,10
776,0060529709,7
776,0140274154,9
776,0375704027,8
776,0876850867,8
805,0060256672,10
805,0060928336,7
805,0140070206,9
805,0140077022,10
805,014016930X,10
805,0140253602,4
805,0156027321,9
805,0316777730,7
805,0375501851,8
805,038001503X,10
805,039592720X,9
805,0440215625,8
805,0452282152,8
805,0553268449,8
805,0671003755,8
805,0679732764,10
805,0684844729,8
805,0877733759,10
834,0141001771,5
834,0373250177,2
834,0449005569,3
834,0671027344,7
834,0786884622,3
834,1558747346,5
850,0671578103,6
853,0140042520,8
853,0345358791,5
853,0345375211,9
882,0020418809,10
882,0064401847,10
882,0064402967,5
882,0345334930,8
882,0373218400,5
882,0373484224,7
882,0380018179,10
882,0385504209,10
882,0394557433,10
882,0425179672,10
882,0440235162,10
882,0452265347,10
882,051509465X,9
882,0515134368,6
882,0515135062,6
882,0517556278,8
882,0553205587,9
882,0553250426,10
882,0553258656,10
882,0553272586,5
882,0553280589,10
882,0553572997,10
882,0618260307,10
882,067101420X,4
882,0671641778,10
882,0679429220,9
882,067976402X,10
882,0679781587,10
882,0743457943,5
899,0971880107,2
899,3257061269,9
899,3453088433,4
900,0060928336,9
900,0449212084,5
900,0553572490,6
901,000649840X,9
901,0099771519,9
901,0785268480,10
929,0312140940,8
929,0345285549,5
929,0345307674,5
929,0385314744,7
929,0439404371,8
929,0440224624,6
929,0451169530,6
929,0553234811,6
929,0553296981,10
929,0671461494,8
929,0671617028,8
929,0679741011,5
929,0894803700,8
1025,0060562080,8
1025,0060928336,5
1025,0099427974,7
1025,0099755114,9
1025,0142000663,10
1025,0330258648,10
1025,0330306839,8
1025,0380012863,8
1025,0394404289,9
1025,0552124753,10
1025,0552996009,9
1025,0552998001,9
1025,0552999504,8
1025,068484267X,9
1025,0743225082,8
1025,0749397543,8
1063,0345387007,5
1063,0671880187,5
1075,0142001740,10
1075,0316666343,7
1075,0375726403,7
1075,0385504209,7
1075,0553377868,9
1075,0609608444,10
1075,0767902521,9
1075,1400034779,5
1083,014131088X,10
1083,0345325818,10
1083,044023767X,10
1083,080410753X,7
1116,0061030651,8
1116,006109594X,7
1116,031298250X,4
1116,0425185710,6
1116,0553575619,5
1129,0064407667,4
1129,014025448X,7
1129,0385472951,6
1129,0385493800,6
1129,0553377876,3
1129,1558612815,9
1131,0060934417,8
1131,0060976845,7
1131,0061093092,8
1131,0061098361,7
1131,0070212570,7
1131,0312243022,8
1131,0312983824,6
1131,0345370805,7
1131,0375703055,7
1131,0385480016,9
1131,0394758285,7
1131,0440214424,8
1131,0446672211,7
1131,0446673544,5
1131,0449149676,7
1131,0451187903,7
1131,0671004565,6
1131,0671793489,7
1131,0679761837,7
1131,0679772677,7
1131,0743418174,7
1155,006101253X,7
1155,0373250223,8
1155,0380814021,6
1155,0380817683,10
1155,0451409256,9
1155,0671000381,7
1155,0671032658,9
1155,0671689231,7
1155,0743405978,8
1161,0061098795,5
1161,0375725784,5
1167,0060929596,10
1167,038533656X,5
1167,0440217520,5
1167,0440224675,8
1167,0679450548,7
1167,0743230213,7
1167,0802135196,9
1211,0006513204,7
1211,0099771519,9
1211,0140621725,8
1211,0330367358,8
1211,0385504209,9
1211,0752853694,8
1211,0786889373,8
1211,2070360024,8
1211,2070360423,7
1211,2070364283,7
1211,2070375161,7
1211,2070415686,8
1211,2207252000,8
1211,2253005274,8
1211,2266022504,8
1211,226612269X,7
1248,0345367898,10
1248,0393029190,10
1248,0449912558,10
1248,0553110721,10
1248,0553580272,10
1248,0679452281,9
1261,0316776963,8
1261,0345401123,7
1261,0345438329,6
1261,0452282152,7
1261,0688177751,8
1343,0552996009,9
1343,0590660543,10
1409,0061093106,8
1409,0373218192,8
1409,042517736X,9
1409,0515120006,6
1409,0515127396,5
1412,0156027321,9
1412,0345416260,9
1412,0345433084,6
1412,0385486804,9
1412,0385494785,9
1412,0385512104,9
1412,0451180208,7
1424,0060512822,7
1424,0060730552,9
1424,0060930535,7
1424,0061015725,8
1424,0061030015,5
1424,0061056871,6
1424,0061097314,5
1424,0099771519,8
1424,0140255087,10
1424,0142001430,7
1424,0151002290,6
1424,0156001314,8
1424,0156006332,7
1424,0224018256,7
1424,031215125X,7
1424,0312420366,8
1424,0316291161,8
1424,0316353299,8
1424,033036197X,6
1424,0380603764,6
1424,0385319452,7
1424,0385336403,6
1424,0385720106,7
1424,039914255X,7
1424,0553295071,6
1424,0671646575,8
1424,0671776134,8
1424,0743418735,7
1424,0743431014,7
1424,0767902521,8
1424,0804106304,6
1435,0060915544,10
1435,0060977477,5
1435,0345378490,5
1435,0345387651,5
1435,0345410998,10
1435,0375505547,7
1435,0380728249,10
1435,0399133143,5
1435,0446611239,10
1435,0446672211,8
1435,0451183665,7
1435,0451208765,4
1435,0517149257,10
1435,0517573822,10
1435,0671024248,4
1435,0679751343,8
1435,068484267X,8
1435,0684848783,5
1435,0684855631,9
1435,080410753X,10
1435,0812590236,4
1435,0971880107,5
1435,155874262X,10
1435,1573221775,4
1467,0553583085,7
1467,0671001701,7
1548,0060394447,1
1548,006093395X,6
1548,0312243022,8
1548,034540288X,5
1548,0345425707,8
1548,0345434692,7
1548,0425167313,8
1548,0451821971,7
1548,0452282152,8
1548,0553131893,8
1548,0553234609,9
1548,0553258540,9
1548,0765342294,8
1558,0374281602,9
1558,0425167720,7
1558,0446519960,10
1558,0609610597,10
1585,0316182540,7
1585,0345413903,7
1585,0446604658,6
1585,0446611611,6
1585,0449212602,8
1585,0451178033,6
1585,0553282476,7
1585,0553299506,7
1585,0684867621,4
1608,0449212602,10
1608,0515090174,8
1608,0515095826,8
1608,0515111279,8
1652,0151006903,7
1652,0385504209,7
1652,0679744479,7
1652,0679781587,7
1660,0312983654,6
1660,0345454073,3
1660,0553561618,6
1660,0553582747,5
1660,0553582933,7
1660,0671034022,6
1660,089480829X,7
1674,0060187271,10
1674,0060975547,9
1674,0312874006,1
1674,0345384466,7
1674,0345416880,7
1674,0375725784,10
1674,0385483503,10
1674,038548951X,10
1674,0385497288,10
1674,0393312801,10
1674,0449912558,5
1674,0553380958,10
1674,0618129030,8
1674,0679725164,6
1674,0812505166,10
1688,0515122491,5
1688,051512902X,5
1688,0515131091,6
1706,0345392825,5
1706,0446606723,7
1706,0451524934,10
1706,0679721819,8
1725,844507119X,10
1725,8466307982,7
1725,8493225061,6
1733,0061042005,9
1733,0061095869,8
1733,0312983824,5
1733,0316089699,5
1733,0345447840,10
1733,0373196636,4
1733,0373218400,9
1733,0373240228,10
1733,0373242328,6
1733,0373259840,7
1733,0373708351,10
1733,0373871864,4
1733,0380775840,9
1733,0425181111,7
1733,0440168724,9
1733,0446357405,7
1733,0446364762,5
1733,0446527130,7
1733,0446603082,8
1733,0451205650,5
1733,0505524333,10
1733,0515118230,8
1733,051513287X,9
1733,0553107232,7
1733,0553285947,7
1733,0553562746,7
1733,0553574078,8
1733,0553584898,9
1733,059035342X,10
1733,0671007696,9
1733,067179793X,5
1733,0743412621,8
1733,0971880107,1
1733,1551664348,7
1733,1551665794,7
1733,1551669404,6
1790,0060506679,4
1790,0375701427,8
1790,044022165X,5
1790,0553135457,6
1790,0671793489,8
1805,0060936363,7
1805,0312195516,9
1805,0312281250,7
1805,038082101X,7
1805,843760494X,8
1812,0312979479,9
1812,0375727566,8
1812,0671708635,7
1848,0061030651,5
1848,0156027321,10
1848,0345342968,10
1848,0345348109,9
1848,0345378482,8
1848,0345417623,8
1848,0345443683,9
1848,0375705090,9
1848,0451169530,5
1848,0684818868,10
1848,0762406984,10
1848,0786868716,10
1848,0812511816,10
1848,0812513738,8
1848,0812550706,8
1850,0330236474,7
1903,0316777730,10
1903,0345333152,10
1903,0345409469,10
1903,0380810336,10
1903,0385722192,2
1903,044022330X,6
1903,0446391581,10
1903,0679430946,10
1903,0684866005,1
1903,068815252X,3
1903,078686351X,6
1903,0812550706,10
1903,0879804211,1
1928,0316666343,10
1928,0394830148,9
2010,0380796090,6
2010,0399147357,7
2010,0440221420,5
2010,0446604666,10
2010,0451197879,8
